rotten_tomatoes_link,movie_title,year_of_release,year_of_streaming_release,tomatometer_status,audience_status,genre_list
m/reed_fish,I'm Reed Fish,2007,2016,Rotten,Spilled,"['Comedy', 'Drama']"
m/reefer_madness,Reefer Madness (Tell Your Children) (Doped Youth),0,2009,Rotten,Spilled,"['Classics', 'Cult Movies', 'Drama']"
m/reel_injun,Reel Injun,2010,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/reel_paradise,Reel Paradise,2005,2006,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/ref,The Ref,1994,2016,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/reflecting_pool,The Reflecting Pool,0,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/reflections_in_a_golden_eye,Reflections in a Golden Eye,1967,2016,Rotten,Spilled,"['Classics', 'Drama']"
m/reform_school_girls,Reform School Girls,1986,2019,Rotten,Upright,"['Action & Adventure', 'Comedy', 'Cult Movies']"
m/refuge_2014,Refuge,2014,2015,Rotten,Spilled,['Drama']
m/regarding_henry,Regarding Henry,1991,2013,Rotten,Upright,['Drama']
m/regeneration_2009,ReGeneration,0,2015,Fresh,Spilled,"['Documentary', 'Special Interest']"
m/regression,Regression,2016,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/reign_of_fire,Reign of Fire,2002,2016,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/reign_over_me,Reign Over Me,2007,2012,Fresh,Upright,['Drama']
m/reincarnated,Reincarnated,2013,2016,Rotten,Spilled,"['Documentary', 'Special Interest']"
m/reindeer_games,Reindeer Games (Deception),2000,2016,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/reivers,The Reivers,1969,2020,Fresh,Spilled,"['Action & Adventure', 'Classics', 'Comedy', 'Drama']"
m/rejoice_and_shout,Rejoice & Shout,2011,2016,Fresh,Spilled,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/relative_values,Relative Values,2000,0,Rotten,Upright,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
m/relentless,Relentless,1989,2012,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/relic,The Relic,1997,2014,Rotten,Spilled,"['Horror', 'Science Fiction & Fantasy']"
m/relic_2020,Relic,2020,2020,Certified-Fresh,Spilled,"['Drama', 'Horror']"
m/religulous,Religulous,2008,2016,Fresh,Upright,"['Comedy', 'Documentary', 'Faith & Spirituality']"
m/remains_of_the_day,The Remains of the Day,1993,2012,Certified-Fresh,Upright,"['Drama', 'Romance']"
m/remastered_the_two_killings_of_sam_cooke,ReMastered: The Two Killings of Sam Cooke,0,0,Fresh,,['Documentary']
m/rembrandts_jaccuse,Nightwatching,2007,2020,Fresh,Upright,"['Art House & International', 'Drama']"
m/remember_2016,Remember,2016,2016,Fresh,Upright,"['Art House & International', 'Drama', 'Mystery & Suspense']"
m/remember_the_daze,Remember the Daze,2008,2017,Rotten,Spilled,"['Art House & International', 'Comedy', 'Drama']"
m/remember_the_titans,Remember the Titans,2000,2016,Fresh,Upright,['Drama']
m/rememory,Rememory,2017,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/remo_williams_the_adventure_begins,Remo Williams - The Adventure Begins,1985,2017,Rotten,Spilled,['Action & Adventure']
m/renaissance,Renaissance,2006,2016,Rotten,Spilled,"['Action & Adventure', 'Animation', 'Musical & Performing Arts', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/renaissance_man,Renaissance Man,1994,2016,Rotten,Spilled,['Comedy']
m/rendition,Rendition,2007,2010,Rotten,Upright,"['Drama', 'Mystery & Suspense']"
m/renegade_2004,Renegade,2004,2014,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense', 'Western']"
m/reno_911_miami,Reno 911!: Miami,2007,2012,Rotten,Spilled,['Comedy']
m/renoir_2012,Renoir,2013,2016,Fresh,Spilled,"['Art House & International', 'Drama']"
m/rent_a_pal,Rent-A-Pal,0,2020,Fresh,Upright,['Mystery & Suspense']
m/rentacop,Rent-A-Cop,1988,2015,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
m/repentance_2014,Repentance,2014,2016,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
m/replacement_killers,The Replacement Killers,1998,2013,Rotten,Spilled,['Action & Adventure']
m/replacements,The Replacements,2000,2009,Rotten,Upright,"['Comedy', 'Drama', 'Sports & Fitness']"
m/replicant,Replicant,2001,2016,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/replicas_2019,Replicas,2019,2019,Rotten,Spilled,"['Mystery & Suspense', 'Science Fiction & Fantasy']"
m/repo_man,Repo Man,1984,2014,Certified-Fresh,Upright,"['Comedy', 'Science Fiction & Fantasy']"
m/repo_the_genetic_opera,Repo! The Genetic Opera,2008,2016,Rotten,Upright,"['Horror', 'Musical & Performing Arts', 'Science Fiction & Fantasy']"
m/repossessed,Repossessed,1990,2015,Rotten,Spilled,"['Comedy', 'Horror']"
m/reprisal_2018,Reprisal,2018,2018,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
m/reptile,The Reptile,1966,2017,Fresh,Spilled,"['Art House & International', 'Classics', 'Horror', 'Mystery & Suspense']"
m/reptilicus,Reptilicus,1963,2017,Rotten,Spilled,"['Action & Adventure', 'Art House & International', 'Horror', 'Science Fiction & Fantasy']"
m/republic_of_love,The Republic of Love,2004,2016,Rotten,Spilled,"['Art House & International', 'Comedy', 'Drama', 'Romance']"
m/repulsion,Repulsion,1965,2014,Certified-Fresh,Upright,"['Classics', 'Drama', 'Horror', 'Mystery & Suspense']"
m/requiem_for_a_dream,Requiem for a Dream,2000,2015,Certified-Fresh,Upright,['Drama']
m/requiem_for_the_american_dream,Requiem For The American Dream,2016,2017,Fresh,Upright,['Documentary']
m/rescue_dawn,Rescue Dawn,2007,2016,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rescuers_down_under,The Rescuers Down Under,1990,2015,Fresh,Upright,"['Animation', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']"
m/reservation_road,Reservation Road,2007,2015,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/reservoir_dogs,Reservoir Dogs,1992,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/reset_2017,Reset (Relève: Histoire d'une création),2017,2017,Fresh,Spilled,['Documentary']
m/reset_ni_shi_ying_jiu,Reset,2017,2018,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/resident_evil,Resident Evil,2002,2012,Rotten,Upright,"['Action & Adventure', 'Horror', 'Mystery & Suspense']"
m/resident_evil_afterlife,Resident Evil: Afterlife,2010,2012,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/resident_evil_apocalypse,Resident Evil: Apocalypse,2004,2012,Rotten,Upright,['Horror']
m/resident_evil_damnation,Resident Evil: Damnation,0,2013,Fresh,Upright,"['Action & Adventure', 'Animation', 'Art House & International', 'Horror', 'Science Fiction & Fantasy']"
m/resident_evil_degeneration,Resident Evil: Degeneration,2008,2012,Fresh,Spilled,"['Action & Adventure', 'Animation', 'Art House & International', 'Horror', 'Science Fiction & Fantasy']"
m/resident_evil_extinction,Resident Evil: Extinction,2007,2012,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']"
m/resident_evil_retribution,Resident Evil: Retribution,2012,2014,Rotten,Spilled,['Action & Adventure']
m/resident_evil_the_final_chapter,Resident Evil: The Final Chapter,2017,2017,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']"
m/resident_evil_vendetta,Resident Evil: Vendetta,2017,2017,Rotten,Spilled,"['Animation', 'Mystery & Suspense', 'Special Interest']"
m/resistance_2011,Resistance,0,2017,Fresh,Spilled,"['Art House & International', 'Drama', 'Mystery & Suspense']"
m/resistance_2020,Resistance,2020,2020,Rotten,Upright,"['Comedy', 'Drama']"
m/resolution_2013,Resolution,2013,2016,Fresh,Upright,"['Drama', 'Horror', 'Mystery & Suspense']"
m/respire_2014,Breathe,2015,2016,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/restless_2010,Restless,2011,2015,Rotten,Spilled,['Drama']
m/restless_city,Restless City,2012,2016,Rotten,Spilled,"['Drama', 'Musical & Performing Arts']"
m/restrepo,Restrepo,2010,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
m/results_2015,Results,2015,2016,Certified-Fresh,Spilled,['Comedy']
m/resurrect_dead_the_mystery_of_the_toynbee_tiles,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,2014,Fresh,Upright,['Documentary']
m/resurrecting_the_champ,Resurrecting the Champ,2007,2016,Fresh,Upright,['Drama']
m/retaliation_2020,Retaliation (Romans),2020,2020,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
m/retreat_2011,Retreat,2011,2014,Fresh,Spilled,['Mystery & Suspense']
m/return,The Return,2006,2014,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/return-of-the-blind-dead-el-ataque-de-los-muertos-sin-ojos,Return of the Blind Dead (El Ataque de los muertos sin ojos) (Return of the Evil Dead),0,2017,Rotten,Spilled,"['Art House & International', 'Horror']"
m/return-of-the-secaucus-seven,Return of the Secaucus Seven,1980,0,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
m/return_2012,Return,2012,2015,Certified-Fresh,Spilled,"['Action & Adventure', 'Drama']"
m/return_from_witch_mountain,Return from Witch Mountain,1978,2016,Rotten,Spilled,"['Action & Adventure', 'Kids & Family', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/return_of_a_man_called_horse,The Return of a Man Called Horse,1976,2017,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Western']"
m/return_of_frank_james,The Return of Frank James,1940,2016,Fresh,Spilled,"['Action & Adventure', 'Classics', 'Drama', 'Western']"
m/return_of_swamp_thing,The Return of Swamp Thing,1989,2016,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Horror', 'Science Fiction & Fantasy']"
m/return_of_the_dragon,Return of the Dragon (The Way of the Dragon),1974,2017,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama']"
m/return_of_the_fly,Return of the Fly,1959,2015,Rotten,Spilled,"['Classics', 'Drama', 'Horror', 'Science Fiction & Fantasy']"
m/return_of_the_killer_tomatoes_the_sequel,Return of the Killer Tomatoes!,1988,2015,Rotten,Spilled,"['Comedy', 'Horror']"
m/return_of_the_living_dead,The Return of the Living Dead,1985,2016,Fresh,Upright,"['Comedy', 'Horror', 'Science Fiction & Fantasy']"
m/return_of_the_living_dead_2,Return of the Living Dead Part II,1988,2016,Rotten,Spilled,['Horror']
m/return_of_the_living_dead_3,Return of the Living Dead 3,1993,2016,Rotten,Spilled,['Horror']
m/return_of_the_pink_panther,The Return of the Pink Panther,1975,2016,Fresh,Upright,"['Classics', 'Comedy', 'Mystery & Suspense']"
m/return_of_the_seven,Return of the Seven,1966,2016,Rotten,Spilled,"['Action & Adventure', 'Art House & International', 'Classics', 'Western']"
m/return_to_hardwick,Return to Hardwick,0,2020,Fresh,Upright,['Documentary']
m/return_to_house_on_haunted_hill,Return to House on Haunted Hill,0,2008,Rotten,Spilled,"['Horror', 'Musical & Performing Arts', 'Mystery & Suspense']"
m/return_to_me,Return to Me,2000,2016,Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/return_to_never_land,Return to Never Land,2002,2018,Rotten,Spilled,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
m/return_to_nuke_em_high,Return to Nuke 'Em High,2014,2017,Rotten,Spilled,"['Comedy', 'Horror']"
m/return_to_sender_2015,Return to Sender,2015,2016,Rotten,Spilled,['Mystery & Suspense']
m/return_to_the_blue_lagoon,Return to the Blue Lagoon,1991,2012,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Romance']"
m/reuniting_the_rubins_2011,Reuniting The Rubins,2012,2016,Rotten,Spilled,"['Art House & International', 'Comedy', 'Drama', 'Kids & Family']"
m/revenants,They Came Back,2004,2016,Fresh,Spilled,"['Action & Adventure', 'Art House & International', 'Drama', 'Horror', 'Science Fiction & Fantasy']"
m/revenge_2018,Revenge,2018,2018,Certified-Fresh,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
m/revenge_of_frankenstein,The Revenge of Frankenstein,1958,2012,Fresh,Upright,"['Classics', 'Horror']"
m/revenge_of_the_creature,Revenge of the Creature,1955,2015,Rotten,Spilled,"['Horror', 'Science Fiction & Fantasy']"
m/revenge_of_the_electric_car,Revenge of the Electric Car,2011,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/revenge_of_the_green_dragons,Revenge of the Green Dragons,2014,2016,Rotten,Spilled,['Mystery & Suspense']
m/revenge_of_the_nerds_ii_nerds_in_paradise,Revenge of the Nerds II: Nerds in Paradise,1987,2015,Rotten,Spilled,['Comedy']
m/revenge_of_the_pink_panther,The Revenge of the Pink Panther,1978,2017,Fresh,Upright,"['Comedy', 'Mystery & Suspense']"
m/revenger,Revenger,0,0,Rotten,Spilled,"['Action & Adventure', 'Drama']"
m/reverb,Reverb,2007,2017,Rotten,Spilled,['Horror']
m/reversal_of_fortune,Reversal of Fortune,1990,2008,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/reversing_roe,Reversing Roe,0,2018,Fresh,Upright,['Documentary']
m/revolution-9,Revolution #9,2001,2018,Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/revolution_os,Revolution O.S.,2002,2017,Rotten,Upright,"['Documentary', 'Special Interest']"
m/revolutionary_road,Revolutionary Road,2008,2013,Fresh,Upright,['Drama']
m/revolver2005,Revolver,2005,2012,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/rewind_2020,Rewind,2020,2020,Certified-Fresh,Upright,['Documentary']
m/rewind_this,Rewind This!,2013,2016,Fresh,Upright,"['Documentary', 'Special Interest', 'Television']"
m/rhapsody_in_blue,Rhapsody in Blue,2001,2013,Rotten,Upright,"['Drama', 'Musical & Performing Arts']"
m/rhyme_and_reason,Rhyme & Reason,1997,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/rhythm_n_bayous_a_road_map_to_louisiana_music_2000,Rhythm 'N' Bayous: A Road Map To Louisiana Music,0,2018,Rotten,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/rich_hill,Rich Hill,2014,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
m/rich_mans_wife,The Rich Man's Wife,1996,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/richard_iii_1956,Richard III,1956,2017,Fresh,Upright,"['Classics', 'Drama']"
m/richard_jewell,Richard Jewell,2019,2019,Certified-Fresh,,['Drama']
m/richard_linklater_dream_is_destiny,Richard Linklater: Dream Is Destiny,2016,2016,Fresh,Upright,['Documentary']
m/richard_pryor_here_and_now,Richard Pryor Here and Now,1983,2012,Fresh,Upright,"['Comedy', 'Musical & Performing Arts']"
m/richard_pryor_live_in_concert,Richard Pryor---Live in Concert,0,2017,Fresh,Upright,"['Comedy', 'Documentary', 'Musical & Performing Arts']"
m/richard_pryor_live_on_sunset_strip,Richard Pryor Live on the Sunset Strip,2000,0,,,"['Comedy', 'Documentary', 'Musical & Performing Arts']"
m/richard_pryor_omit_the_logic_2013,Richard Pryor: Omit The Logic,0,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/richie_rich,Richie Rich,1994,2008,Rotten,Spilled,"['Comedy', 'Kids & Family']"
m/ricki_and_the_flash,Ricki And The Flash,2015,2016,Fresh,Spilled,"['Comedy', 'Drama']"
m/ricky,Ricky,2009,2017,Fresh,Spilled,"['Art House & International', 'Comedy', 'Drama', 'Science Fiction & Fantasy']"
m/ricky_gervais_humanity,Ricky Gervais: Humanity,0,0,Rotten,Upright,['Comedy']
m/riddick,Riddick,2013,2015,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/ride-lonesome,Ride Lonesome,1959,2013,Fresh,Upright,"['Classics', 'Western']"
m/ride_along_2,Ride Along 2,2016,2016,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/ride_along_2014,Ride Along,2014,2015,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/ride_in_the_whirlwind_1967,Ride in the Whirlwind,1967,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama', 'Western']"
m/ride_rise_roar_2010,"Ride, Rise, Roar",0,2011,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/ride_the_high_country,Ride the High Country,0,2016,Fresh,Upright,"['Classics', 'Western']"
m/ride_the_pink_horse,Ride the Pink Horse,1947,2016,Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/ride_with_the_devil_1999,Ride With the Devil,1999,2014,Fresh,Upright,"['Action & Adventure', 'Drama', 'Romance']"
m/ride_your_wave,Ride Your Wave,2020,2020,Fresh,Upright,"['Animation', 'Anime & Manga', 'Comedy', 'Romance']"
m/rider_on_the_rain,Rider on the Rain,1970,2017,Fresh,Upright,"['Art House & International', 'Classics', 'Drama', 'Mystery & Suspense']"
m/riding-the-bullet,Riding the Bullet,2004,2016,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
m/riding_alone_for_thousands_of_miles,Riding Alone for Thousands of Miles,2006,2013,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
m/riding_giants,Riding Giants,2004,2013,Certified-Fresh,Upright,"['Documentary', 'Special Interest', 'Sports & Fitness']"
m/riding_in_cars_with_boys,Riding in Cars With Boys,2001,2014,Rotten,Upright,"['Comedy', 'Drama']"
m/rift,Rift (Rökkur),0,2017,Fresh,Upright,"['Drama', 'Mystery & Suspense', 'Gay & Lesbian']"
m/right_at_your_door,Right at Your Door,2007,2016,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
m/righteous_kill,Righteous Kill,2008,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/rigor_mortis_2013,Rigor Mortis,2014,2014,Fresh,Spilled,['Horror']
m/riki_oh_the_story_of_ricky_2002,Riki-Oh: The Story of Ricky,2002,2020,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']"
m/rim_of_the_world,Rim of the World,0,2019,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/ring,The Ring,2002,2016,Fresh,Spilled,"['Drama', 'Horror', 'Mystery & Suspense', 'Romance']"
m/ring_of_fire_2012,Ring of Fire,0,2016,Rotten,Spilled,['Drama']
m/ring_two,The Ring Two,2005,2014,Rotten,Spilled,"['Drama', 'Horror']"
m/ringmaster,Ringmaster,1998,2015,Rotten,Spilled,['Comedy']
m/rings_2017,Rings,2017,2017,Rotten,Spilled,"['Drama', 'Horror']"
m/ringu,Ringu (Ring),0,2019,Fresh,Upright,"['Drama', 'Horror']"
m/ringu_2,Ringu 2 (Ring 2),2005,2019,Rotten,Spilled,"['Art House & International', 'Horror']"
m/rio,Rio,2011,2015,Fresh,Upright,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']"
m/rio-breaks,Rio Breaks,0,0,Fresh,Upright,"['Art House & International', 'Documentary', 'Special Interest']"
m/rio_2,Rio 2,2014,2016,Rotten,Spilled,"['Animation', 'Comedy', 'Kids & Family']"
m/rio_bravo,Rio Bravo,1959,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Classics', 'Western']"
m/rio_conchos,Rio Conchos,1964,2014,Rotten,Spilled,"['Action & Adventure', 'Classics', 'Drama', 'Western']"
m/rio_grande,Rio Grande,1950,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Western']"
m/rio_lobo,Rio Lobo,1971,2017,Fresh,Upright,"['Action & Adventure', 'Classics', 'Western']"
m/riot_girls,Riot Girls,2019,2019,Fresh,Spilled,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
m/riot_in_cell_block_11,Riot in Cell Block 11,1954,2016,Fresh,Upright,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/rip_a_remix_manifesto,RiP: A Remix Manifesto,2009,2016,Rotten,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/ripd,R.I.P.D.,2013,2015,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/ripe,Ripe,0,2012,Rotten,Spilled,['Drama']
m/ripleys_game,Ripley's Game,2003,2011,Fresh,Upright,"['Art House & International', 'Drama', 'Mystery & Suspense']"
m/rise-of-the-footsoldier,Rise of the Footsoldier,2007,2016,Rotten,Upright,['Action & Adventure']
m/rise_and_fall_of_legs_diamond,The Rise and Fall of Legs Diamond,1960,2012,Fresh,Upright,"['Action & Adventure', 'Drama']"
m/rise_of_the_guardians_2012,Rise of the Guardians,2012,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Animation', 'Kids & Family']"
m/rise_of_the_legend_2014,Rise of the Legend (Huang feihong zhi yingxiong you meng ),2016,2016,Fresh,Spilled,"['Action & Adventure', 'Art House & International', 'Drama']"
m/rise_of_the_planet_of_the_apes,Rise of the Planet of the Apes,2011,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
m/risen_2016,Risen,2016,2016,Rotten,Upright,"['Action & Adventure', 'Drama']"
m/rising_from_ashes,Rising From Ashes,2013,2017,Fresh,Upright,"['Documentary', 'Special Interest', 'Sports & Fitness']"
m/rising_high,Rising High (Betonrausch),0,2020,Rotten,Spilled,"['Art House & International', 'Comedy', 'Drama']"
m/rising_sun,Rising Sun,1993,2016,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/ritchie_boys,Ritchie Boys,2006,2007,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/rite,Riten (The Rite) (The Ritual),1969,2018,Fresh,Upright,"['Art House & International', 'Drama', 'Television']"
m/rite_2011,Kinyarwanda,2011,2017,Fresh,Upright,"['Drama', 'Romance']"
m/rites_of_dracula,The Satanic Rites of Dracula,1974,2012,Rotten,Spilled,"['Art House & International', 'Horror']"
m/rites_of_spring,Rites of Spring,2012,2017,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
m/ritz,The Ritz,1976,2016,Rotten,Upright,"['Art House & International', 'Classics', 'Comedy', 'Gay & Lesbian']"
m/river_2016,River,2016,2016,Fresh,Spilled,"['Art House & International', 'Mystery & Suspense']"
m/river_of_grass,River of Grass,1995,2016,Fresh,Spilled,"['Art House & International', 'Comedy', 'Drama']"
m/river_of_no_return,River of No Return,1954,2015,Rotten,Spilled,"['Action & Adventure', 'Classics', 'Drama', 'Western']"
m/river_runs_red,River Runs Red,2018,2018,Rotten,Upright,"['Action & Adventure', 'Mystery & Suspense']"
m/river_runs_through_it,A River Runs Through It,1992,2012,Certified-Fresh,Upright,['Drama']
m/river_wild,The River Wild,1994,2016,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/rivers_and_tides_andy_goldsworthy_working_with_time,Rivers and Tides: Andy Goldsworthy Working With Time,2002,2016,Certified-Fresh,Upright,"['Art House & International', 'Documentary', 'Musical & Performing Arts']"
m/rivers_edge,River's Edge,1987,2016,Fresh,Upright,['Drama']
m/rivers_edge_2019,River's Edge (Ribazu ejji),0,2019,Fresh,,['Drama']
m/rize,Rize,2005,2016,Certified-Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/road-movie-2009,"Road, Movie",2010,2016,Fresh,Spilled,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama', 'Romance']"
m/road_games,Road Games,1981,2017,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']"
m/road_games_2015,Road Games,2016,2017,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
m/road_hard,Road Hard,2015,2016,Rotten,Upright,['Comedy']
m/road_to_bali,Road to Bali,1952,2016,Fresh,Upright,"['Action & Adventure', 'Comedy', 'Musical & Performing Arts']"
m/road_to_el_dorado,The Road to El Dorado,2000,2015,Rotten,Upright,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']"
m/road_to_guantanamo,The Road To Guantanamo,2006,2019,Certified-Fresh,Upright,"['Documentary', 'Drama']"
m/road_to_love_2001,The Road to Love,2001,0,Rotten,Spilled,"['Art House & International', 'Drama']"
m/road_to_morocco,Road to Morocco,0,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Comedy', 'Kids & Family']"
m/road_to_nowhere_2011,Road To Nowhere,2011,2014,Fresh,Spilled,"['Drama', 'Mystery & Suspense', 'Romance']"
m/road_to_paloma,Road to Paloma,2014,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/road_to_perdition,Road to Perdition,2002,2013,Certified-Fresh,Upright,['Drama']
m/road_to_singapore,Road to Singapore,1940,2016,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/road_to_utopia,Road to Utopia,1945,2014,Fresh,Upright,"['Classics', 'Comedy']"
m/road_to_zanzibar,Road to Zanzibar,1941,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Comedy', 'Drama', 'Musical & Performing Arts']"
m/roadie_2010,Roadie,2012,2016,Fresh,Spilled,['Drama']
m/roadside_prophets,Roadside Prophets,0,2008,Fresh,Upright,"['Action & Adventure', 'Comedy']"
m/roadside_romeo,Roadside Romeo,2008,0,Rotten,Spilled,"['Animation', 'Art House & International', 'Comedy', 'Kids & Family']"
m/roar,Roar,1981,2017,Fresh,Spilled,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Mystery & Suspense']"
m/roaring_twenties,The Roaring Twenties,1939,2009,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
m/rob_the_mob,Rob the Mob,2014,2017,Certified-Fresh,Spilled,"['Comedy', 'Drama']"
m/robe,The Robe,1953,2015,Rotten,Upright,"['Classics', 'Drama', 'Faith & Spirituality']"
m/robert_the_bruce,Robert the Bruce,0,2020,Rotten,Upright,"['Action & Adventure', 'Drama']"
m/roberta,Roberta,1935,2015,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/robin_and_marian,Robin and Marian,1976,2012,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Romance']"
m/robin_and_the_seven_hoods,Robin and the Seven Hoods,1964,2009,Rotten,Upright,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Mystery & Suspense']"
m/robin_hood_2010,Robin Hood,2010,2015,Rotten,Spilled,"['Action & Adventure', 'Drama']"
m/robin_hood_2018,Robin Hood,2018,2019,Rotten,Spilled,"['Action & Adventure', 'Drama']"
m/robin_hood_men_in_tights,Robin Hood: Men in Tights,1993,2015,Rotten,Upright,['Comedy']
m/robin_hood_prince_of_thieves,Robin Hood: Prince of Thieves,1991,2011,Rotten,Upright,"['Action & Adventure', 'Drama', 'Romance']"
m/robins_wish,Robin's Wish,0,0,,,['Documentary']
m/robinson_crusoe_on_mars,Robinson Crusoe on Mars,1964,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Science Fiction & Fantasy']"
m/robocop_2,Robocop 2,1990,2016,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/robocop_3,RoboCop 3,1993,2016,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
